,id,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,target
59751,59752,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,3,0,2,0,2,0,8,0,3,2,0,1,0,2,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,8,0,1,0,0,3,1,1,9,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,13,0,0,0,0,0,3,Class_9
35070,35071,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_6
33096,33097,0,0,11,7,0,0,1,0,0,0,7,1,1,0,0,3,0,1,0,1,2,0,0,0,0,2,7,3,0,0,0,1,0,0,1,0,0,0,2,3,0,4,2,1,0,7,0,0,0,1,0,1,0,15,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,Class_6
29379,29380,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Class_5
51617,51618,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,2,2,0,4,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,6,0,0,0,Class_8
29949,29950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Class_5
55414,55415,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,11,2,0,17,0,1,1,8,1,0,0,0,0,0,0,6,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,6,1,1,0,0,0,0,0,1,3,0,3,3,3,1,0,0,0,3,0,1,1,0,1,0,2,0,0,0,4,1,0,2,0,0,2,Class_8
7678,7679,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Class_2
27060,27061,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Class_4
10684,10685,22,0,5,0,0,0,0,0,0,1,0,0,1,4,1,2,1,10,1,1,0,1,0,1,4,0,0,0,1,0,0,0,1,0,2,2,1,11,0,8,1,0,6,1,0,0,0,7,1,0,0,0,0,4,2,7,0,0,0,0,0,1,1,0,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,17,0,0,0,1,Class_2
50852,50853,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,3,1,0,0,0,0,4,1,0,2,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Class_8
13487,13488,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,2,0,3,0,0,1,2,0,5,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,Class_2
14615,14616,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,6,0,2,0,0,0,9,1,0,1,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,Class_2
53902,53903,0,7,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,0,0,5,0,3,0,24,0,0,0,0,0,0,0,4,3,0,2,0,2,4,1,0,2,2,0,0,4,0,0,3,0,1,0,1,1,0,3,0,0,32,0,0,0,4,0,0,1,1,12,0,24,1,0,2,4,1,1,11,0,1,2,0,0,0,2,0,0,1,0,0,1,2,1,0,0,Class_8
40781,40782,1,1,0,0,0,0,0,0,0,0,5,0,0,1,0,3,0,0,0,0,0,0,0,2,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,Class_6
33490,33491,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
45903,45904,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,3,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,2,0,0,3,0,0,19,0,3,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,Class_7
52772,52773,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,4,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Class_8
45203,45204,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Class_6
39590,39591,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,4,2,0,0,0,0,1,0,0,1,0,1,2,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_6
52876,52877,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Class_8
22344,22345,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_3
27759,27760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Class_4
36398,36399,0,0,4,2,0,0,0,0,0,0,10,0,0,1,1,1,0,0,0,0,1,2,0,1,0,0,12,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,6,0,0,0,0,0,2,15,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,Class_6
44505,44506,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
42053,42054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,Class_6
44959,44960,0,0,0,1,0,0,0,1,2,0,1,0,1,0,0,2,3,1,0,1,0,1,0,4,0,0,0,0,1,0,1,0,1,0,0,0,0,3,16,0,2,1,2,2,1,0,0,1,0,12,0,0,0,3,2,1,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,Class_6
53050,53051,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,3,4,5,2,2,0,3,0,24,2,0,0,0,0,0,0,2,0,0,1,1,1,1,4,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,1,7,0,47,1,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,4,0,0,0,Class_8
9616,9617,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_2
23858,23859,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Class_3
58784,58785,2,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,1,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Class_9
10734,10735,0,0,0,0,0,0,0,1,0,0,2,0,0,7,0,1,0,0,0,1,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,Class_2
22041,22042,0,0,1,0,0,0,1,1,0,1,0,0,0,6,0,5,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,2,0,0,17,2,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Class_3
5705,5706,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,6,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Class_2
49072,49073,2,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,0,0,0,0,0,2,1,0,0,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,1,0,17,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,2,1,0,2,0,0,0,Class_8
17385,17386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Class_2
23819,23820,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Class_3
12223,12224,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
59987,59988,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Class_9
48620,48621,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,2,3,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,0,Class_8
29697,29698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_5
38587,38588,0,0,8,6,0,0,1,0,0,0,12,2,0,0,0,0,0,1,0,0,0,2,3,0,0,0,16,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,7,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,17,0,0,0,0,0,7,0,4,0,1,0,0,0,0,3,0,0,0,0,Class_6
9096,9097,0,0,0,0,0,0,0,0,13,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
60328,60329,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,1,23,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,1,0,0,5,0,0,1,0,8,0,1,3,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Class_9
11288,11289,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Class_2
20977,20978,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,0,0,0,0,0,Class_3
10919,10920,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,1,0,0,3,1,0,0,4,2,0,2,0,0,0,0,4,1,0,0,0,0,0,10,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Class_2
31319,31320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_5
29493,29494,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_5
39826,39827,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,3,0,3,2,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,3,1,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,Class_6
51731,51732,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_8
49243,49244,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,9,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_8
4687,4688,2,0,0,0,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,4,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_2
36188,36189,3,0,1,3,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,3,1,1,0,1,0,0,0,1,0,4,0,0,0,0,3,0,0,2,0,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Class_6
21596,21597,0,0,1,0,0,0,0,3,0,0,0,0,1,9,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,1,3,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Class_3
15520,15521,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
16188,16189,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,Class_2
34332,34333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,8,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,Class_6
39819,39820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Class_6
34821,34822,0,0,12,12,0,0,0,0,0,0,6,0,0,0,0,3,0,0,2,0,0,3,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,9,0,0,0,0,0,0,0,26,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,6,1,Class_6
34582,34583,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,2,0,3,0,1,1,0,0,0,0,0,1,0,2,0,0,12,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,Class_6
1544,1545,3,0,0,1,12,3,0,0,0,1,1,0,2,0,3,2,1,0,0,0,2,1,2,28,0,5,0,0,1,53,0,29,0,0,0,1,1,1,0,0,0,2,2,6,0,0,3,3,1,1,0,0,0,4,3,0,2,0,0,2,0,1,2,2,1,0,5,0,1,4,0,0,0,6,6,7,0,0,1,0,2,1,0,21,0,7,3,0,1,0,0,1,1,Class_1
6355,6356,2,0,0,0,0,2,0,0,2,0,0,0,0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,Class_2
20661,20662,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,Class_3
58803,58804,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,3,0,0,0,1,0,0,2,0,1,0,6,0,1,0,3,4,0,0,2,0,0,2,0,0,0,0,0,3,1,0,0,3,0,0,1,0,9,0,1,0,4,6,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Class_9
34492,34493,0,0,1,2,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,9,0,3,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Class_6
8744,8745,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,Class_2
49312,49313,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Class_8
