,QuoteNumber,Original_Quote_Date,QuoteConversion_Flag,Field6,Field7,Field8,Field9,Field10,Field11,Field12,CoverageField1A,CoverageField1B,CoverageField2A,CoverageField2B,CoverageField3A,CoverageField3B,CoverageField4A,CoverageField4B,CoverageField5A,CoverageField5B,CoverageField6A,CoverageField6B,CoverageField8,CoverageField9,CoverageField11A,CoverageField11B,SalesField1A,SalesField1B,SalesField2A,SalesField2B,SalesField3,SalesField4,SalesField5,SalesField6,SalesField7,SalesField8,SalesField9,SalesField10,SalesField11,SalesField12,SalesField13,SalesField14,SalesField15,PersonalField1,PersonalField2,PersonalField4A,PersonalField4B,PersonalField5,PersonalField6,PersonalField7,PersonalField8,PersonalField9,PersonalField10A,PersonalField10B,PersonalField11,PersonalField12,PersonalField13,PersonalField14,PersonalField15,PersonalField16,PersonalField17,PersonalField18,PersonalField19,PersonalField22,PersonalField23,PersonalField24,PersonalField25,PersonalField26,PersonalField27,PersonalField28,PersonalField29,PersonalField30,PersonalField31,PersonalField32,PersonalField33,PersonalField34,PersonalField35,PersonalField36,PersonalField37,PersonalField38,PersonalField39,PersonalField40,PersonalField41,PersonalField42,PersonalField43,PersonalField44,PersonalField45,PersonalField46,PersonalField47,PersonalField48,PersonalField49,PersonalField50,PersonalField51,PersonalField52,PersonalField53,PersonalField54,PersonalField55,PersonalField56,PersonalField57,PersonalField58,PersonalField59,PersonalField60,PersonalField61,PersonalField62,PersonalField63,PersonalField64,PersonalField65,PersonalField66,PersonalField67,PersonalField68,PersonalField69,PersonalField70,PersonalField71,PersonalField72,PersonalField73,PersonalField74,PersonalField75,PersonalField76,PersonalField77,PersonalField78,PersonalField79,PersonalField80,PersonalField81,PersonalField82,PersonalField83,PersonalField84,PropertyField1A,PropertyField1B,PropertyField2A,PropertyField2B,PropertyField3,PropertyField4,PropertyField5,PropertyField6,PropertyField7,PropertyField8,PropertyField9,PropertyField10,PropertyField11A,PropertyField11B,PropertyField12,PropertyField13,PropertyField14,PropertyField15,PropertyField16A,PropertyField16B,PropertyField17,PropertyField18,PropertyField19,PropertyField20,PropertyField21A,PropertyField21B,PropertyField22,PropertyField23,PropertyField24A,PropertyField24B,PropertyField25,PropertyField26A,PropertyField26B,PropertyField27,PropertyField28,PropertyField29,PropertyField30,PropertyField31,PropertyField32,PropertyField33,PropertyField34,PropertyField35,PropertyField36,PropertyField37,PropertyField38,PropertyField39A,PropertyField39B,GeographicField1A,GeographicField1B,GeographicField2A,GeographicField2B,GeographicField3A,GeographicField3B,GeographicField4A,GeographicField4B,GeographicField5A,GeographicField5B,GeographicField6A,GeographicField6B,GeographicField7A,GeographicField7B,GeographicField8A,GeographicField8B,GeographicField9A,GeographicField9B,GeographicField10A,GeographicField10B,GeographicField11A,GeographicField11B,GeographicField12A,GeographicField12B,GeographicField13A,GeographicField13B,GeographicField14A,GeographicField14B,GeographicField15A,GeographicField15B,GeographicField16A,GeographicField16B,GeographicField17A,GeographicField17B,GeographicField18A,GeographicField18B,GeographicField19A,GeographicField19B,GeographicField20A,GeographicField20B,GeographicField21A,GeographicField21B,GeographicField22A,GeographicField22B,GeographicField23A,GeographicField23B,GeographicField24A,GeographicField24B,GeographicField25A,GeographicField25B,GeographicField26A,GeographicField26B,GeographicField27A,GeographicField27B,GeographicField28A,GeographicField28B,GeographicField29A,GeographicField29B,GeographicField30A,GeographicField30B,GeographicField31A,GeographicField31B,GeographicField32A,GeographicField32B,GeographicField33A,GeographicField33B,GeographicField34A,GeographicField34B,GeographicField35A,GeographicField35B,GeographicField36A,GeographicField36B,GeographicField37A,GeographicField37B,GeographicField38A,GeographicField38B,GeographicField39A,GeographicField39B,GeographicField40A,GeographicField40B,GeographicField41A,GeographicField41B,GeographicField42A,GeographicField42B,GeographicField43A,GeographicField43B,GeographicField44A,GeographicField44B,GeographicField45A,GeographicField45B,GeographicField46A,GeographicField46B,GeographicField47A,GeographicField47B,GeographicField48A,GeographicField48B,GeographicField49A,GeographicField49B,GeographicField50A,GeographicField50B,GeographicField51A,GeographicField51B,GeographicField52A,GeographicField52B,GeographicField53A,GeographicField53B,GeographicField54A,GeographicField54B,GeographicField55A,GeographicField55B,GeographicField56A,GeographicField56B,GeographicField57A,GeographicField57B,GeographicField58A,GeographicField58B,GeographicField59A,GeographicField59B,GeographicField60A,GeographicField60B,GeographicField61A,GeographicField61B,GeographicField62A,GeographicField62B,GeographicField63,GeographicField64
248209,413455,2013-01-13,0,B,6,0.9219,0.0006,965,1.0,N,13,20,13,20,11,19,12,20,13,22,13,23,T,J,2,2,4,13,3,6,1,5,5,23,M,32985,1,0,0,0,0,0,0,1,1,14,19,7,0,N,1,2,7,14,0,1,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1,2.0,10,15,-1,20,N,N,Y,0,A,1,0,1,-1,21,4,2,C,1,20,24,1,2,0,0,13,20,2,1,9,13,1.0,15,21,4,B,,Y,K,Y,E,Y,2,N,N,N,4,3,12,22,18,19,13,15,10,9,-1,13,2,5,1,1,1,1,2,9,-1,25,1,1,1,1,1,1,-1,7,1,2,1,2,13,22,25,25,3,7,5,14,-1,6,-1,15,-1,6,14,9,16,16,15,18,17,16,8,14,12,19,8,12,20,24,4,4,15,22,13,18,11,19,8,10,17,24,4,3,6,10,2,5,16,14,8,8,2,1,9,6,22,24,10,7,6,5,16,15,16,11,19,18,12,11,12,11,18,15,19,20,8,15,-1,18,25,25,18,23,6,5,-1,17,-1,9,-1,8,N,CA
236970,395013,2014-07-08,0,B,25,0.9153,0.0007,935,1.02,N,6,8,6,8,8,14,5,8,13,22,1,6,Y,D,10,19,2,2,2,4,1,5,5,11,P,10514,0,0,0,0,0,0,0,1,1,6,7,7,0,N,1,3,-1,-1,0,5,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,11,16,-1,13,N,N,Y,0,O,1,0,1,-1,21,4,2,C,4,13,22,1,2,0,0,6,8,2,1,8,11,1.0,14,20,10,B,,N,O,N,G,Y,2,N,Y,N,15,18,13,23,22,23,10,11,4,2,-1,13,2,5,6,7,2,7,2,7,-1,25,2,3,4,7,2,7,-1,7,8,7,3,7,5,19,-1,6,3,6,4,11,-1,11,-1,15,-1,8,21,21,20,23,19,21,20,18,14,21,3,2,8,13,8,11,8,13,8,11,14,19,15,23,20,24,3,7,7,8,13,22,8,13,19,18,6,5,3,4,11,11,25,25,10,10,6,10,22,23,25,25,25,25,6,4,7,5,22,21,6,3,1,1,-1,2,1,1,25,25,2,1,-1,24,-1,21,-1,8,N,CA
80683,134394,2015-05-12,0,B,23,0.9153,0.0007,935,1.02,N,1,1,1,1,1,1,1,1,13,22,1,6,T,J,10,19,2,3,6,19,1,4,3,20,P,48705,0,0,0,0,0,0,0,0,0,13,17,6,1,N,1,2,22,24,0,1,2,4,24,ZA,ZE,XR,XD,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2.0,12,16,-1,3,N,N,Y,0,D,0,0,1,-1,21,2,0,B,2,4,8,0,2,0,0,1,1,3,1,6,7,1.5,6,7,3,B,,Y,O,Y,H,N,2,N,N,N,25,25,2,2,17,17,13,14,3,2,-1,13,2,2,8,9,2,9,1,1,-1,25,2,7,6,9,2,9,-1,7,10,14,3,8,2,8,-1,2,4,9,3,7,-1,10,-1,16,-1,9,16,14,18,18,20,22,15,11,8,13,15,22,8,13,6,6,8,13,16,22,17,22,17,24,16,23,3,5,10,16,6,11,3,9,1,1,11,14,1,1,8,4,9,12,14,16,1,1,15,12,12,6,10,6,9,7,9,8,17,12,15,14,8,16,-1,14,19,22,12,15,21,24,-1,20,-1,8,-1,24,N,CA
155654,259204,2014-05-03,0,B,25,0.9153,0.0007,935,1.02,N,3,3,3,3,5,7,3,3,13,22,13,23,Y,D,14,23,2,5,5,16,0,5,5,11,V,63889,0,0,0,0,0,0,0,1,1,12,16,6,1,N,1,3,-1,-1,0,5,2,3,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,8,12,-1,8,N,N,Y,0,D,1,0,1,-1,21,4,2,C,1,3,5,0,2,0,0,3,3,2,1,5,5,1.0,10,14,10,B,,Y,O,Y,G,Y,2,N,Y,N,17,21,10,20,13,12,1,1,8,6,-1,13,2,2,5,6,2,6,2,4,-1,25,2,4,4,7,2,6,-1,7,7,6,3,6,4,19,-1,10,6,9,8,18,-1,4,-1,15,-1,9,25,25,15,13,18,21,12,4,11,19,6,7,13,23,8,12,4,4,4,3,19,24,25,25,16,23,3,4,12,19,25,25,10,15,19,18,14,19,5,5,11,10,25,25,10,12,5,3,12,9,15,10,12,8,11,9,11,9,15,10,15,15,10,18,-1,22,22,24,12,15,6,5,-1,1,25,25,-1,8,N,CA
258971,431593,2013-12-27,0,B,25,0.9403,0.0006,965,1.02,N,15,22,15,22,13,20,14,21,13,22,13,23,T,D,2,2,4,11,2,2,0,5,5,7,V,51761,0,0,0,0,0,0,0,1,1,18,22,7,0,N,1,2,5,5,1,2,2,3,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,7,10,-1,24,N,N,Y,0,O,1,0,1,-1,21,4,2,C,1,10,19,1,2,1,0,15,22,2,4,6,8,2.0,4,4,6,B,,N,O,Y,G,Y,2,N,N,N,1,1,11,21,24,25,15,17,16,18,-1,13,2,9,6,7,2,7,2,5,-1,25,2,9,4,7,2,8,-1,9,8,7,3,7,3,19,-1,13,3,7,5,13,-1,4,-1,15,-1,2,15,13,16,14,16,21,15,10,5,6,6,5,6,7,7,10,25,25,14,21,9,10,6,8,10,15,5,13,19,24,8,16,3,7,2,2,3,2,8,8,22,23,1,1,11,12,21,23,21,21,18,14,19,18,9,7,9,7,16,11,22,23,4,8,-1,15,4,2,14,18,6,5,-1,18,-1,17,-1,10,N,CA
157680,262593,2013-07-15,0,B,23,0.9403,0.0006,965,1.02,N,6,10,6,10,6,8,6,10,13,22,13,23,T,D,4,7,2,4,3,6,1,5,5,17,K,45776,0,0,0,0,0,0,0,0,0,-1,-1,7,0,N,1,2,5,9,0,1,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,11,15,-1,13,N,N,Y,0,O,0,0,1,-1,21,4,2,C,4,7,14,2,2,0,0,6,10,2,1,7,10,1.0,13,19,10,B,0.0,N,K,Y,G,Y,2,N,N,N,11,13,3,7,20,22,11,13,6,3,-1,13,2,6,3,4,2,4,2,9,-1,25,2,3,2,3,2,2,-1,7,4,4,2,4,8,20,-1,2,3,5,4,11,-1,11,-1,15,-1,7,13,7,16,16,13,17,17,17,14,21,13,19,8,14,19,24,10,17,10,17,16,21,10,18,8,11,23,25,4,4,6,10,2,5,14,11,9,10,2,2,9,6,23,24,10,7,7,14,20,19,20,20,18,17,23,24,22,24,18,15,19,21,5,10,-1,15,14,15,15,19,16,20,-1,9,-1,10,-1,22,N,CA
211244,352085,2013-06-14,1,E,14,0.9485,0.0006,"1,480",1.3045,N,9,16,10,16,8,14,9,16,13,22,13,23,T,A,3,4,4,13,3,10,0,3,4,1,K,46305,0,0,0,0,0,0,0,1,1,13,17,6,1,N,1,2,9,18,0,1,2,2,4,ZJ,YY,YP,XC,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,11,15,-1,15,N,N,Y,0,D,1,0,1,-1,22,1,2,C,4,5,9,1,2,1,0,10,16,2,1,12,17,2.0,8,10,4,B,,N,K,Y,E,Y,1,N,N,N,12,15,3,6,10,8,12,13,9,6,-1,13,10,18,12,18,10,18,15,18,-1,25,9,18,13,18,10,18,-1,22,10,13,10,20,2,8,-1,13,20,19,5,13,25,25,-1,24,-1,14,16,15,17,17,10,13,21,20,19,24,14,21,10,19,12,19,9,16,8,11,19,23,10,17,9,13,2,3,10,17,3,3,6,10,17,16,15,21,13,21,16,17,9,12,14,17,6,4,12,9,11,4,12,8,17,18,15,16,8,3,8,5,11,20,-1,17,5,2,10,12,19,23,-1,21,-1,16,-1,24,N,IL
257288,428706,2014-09-02,0,B,25,0.9153,0.0007,935,1.02,N,17,23,17,23,23,25,16,23,13,22,1,6,T,J,2,1,6,17,3,6,1,4,3,20,P,10531,0,0,0,0,0,0,0,1,1,8,10,7,0,N,1,3,-1,-1,0,5,2,1,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,9,13,-1,25,N,N,Y,0,O,1,0,1,-1,21,4,3,C,4,9,18,1,2,1,0,17,23,2,10,16,21,2.0,11,15,4,B,,N,O,Y,H,Y,2,N,Y,N,7,6,11,20,16,16,15,18,6,4,-1,13,2,4,5,6,2,6,2,7,-1,25,2,2,3,6,2,6,-1,7,7,6,3,6,4,19,-1,3,4,7,5,14,-1,12,-1,15,-1,8,16,14,24,24,21,23,24,24,8,13,15,22,6,6,5,6,4,4,7,9,7,6,12,20,8,10,4,9,4,3,6,10,8,12,19,18,4,3,4,4,10,9,25,25,10,12,7,14,16,14,19,18,14,10,15,16,16,17,20,18,8,5,5,9,-1,14,13,12,7,6,20,23,-1,16,-1,7,-1,13,N,CA
166992,278264,2014-05-12,0,F,7,1.0006,0.004,548,1.2433,N,3,3,3,3,3,3,3,3,13,22,13,23,T,E,6,13,2,4,4,15,0,5,5,20,K,22554,0,0,0,0,0,0,0,1,1,23,25,6,1,N,1,2,6,9,0,1,2,2,21,XD,XS,YP,XC,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,10,15,-1,13,Y,Y,Y,0,N,0,0,1,-1,21,2,1,C,2,6,12,0,1,0,0,3,3,2,1,4,5,1.0,10,13,10,B,,N,M,Y,H,Y,1,N,N,N,14,18,2,1,7,4,3,2,9,7,-1,21,4,11,10,16,5,13,5,10,-1,25,4,10,10,16,4,10,-1,16,11,19,6,15,2,11,-1,3,19,18,18,21,-1,16,-1,18,-1,11,14,8,10,4,6,7,12,4,1,1,5,4,6,7,3,2,1,1,4,4,1,1,8,13,5,4,2,2,2,1,14,23,10,16,24,22,4,3,11,18,7,2,11,18,5,2,7,14,8,5,1,1,3,1,5,3,4,2,1,1,15,15,18,24,-1,22,3,2,12,14,14,18,-1,4,-1,17,-1,11,Y,NJ
109233,182017,2014-02-06,0,B,23,0.9403,0.0007,935,1.02,N,20,24,8,14,7,12,19,24,13,22,13,23,Y,D,3,5,9,20,3,10,1,5,5,20,Q,6631,0,0,0,0,0,0,0,0,0,-1,-1,6,1,N,1,3,-1,-1,0,5,2,3,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,1,1,-1,3,N,N,Y,0,D,0,0,1,-1,21,4,3,C,1,19,24,0,0,0,0,20,24,2,4,17,23,3.0,6,8,6,D,0.0,N,O,N,H,Y,2,N,Y,N,6,4,3,6,15,14,12,13,20,22,-1,13,2,5,1,1,1,1,2,9,-1,25,1,1,1,1,1,1,-1,7,1,2,1,2,13,22,-1,12,3,6,4,12,-1,10,-1,15,-1,5,14,9,16,16,15,18,17,16,11,18,24,25,5,4,7,10,13,20,14,21,12,14,14,22,3,2,15,24,2,2,15,23,1,1,15,13,9,10,2,2,8,4,20,22,10,8,6,5,15,13,19,18,16,14,21,23,21,23,16,11,22,24,7,14,-1,17,15,17,14,18,9,9,-1,8,-1,18,-1,10,N,CA
142380,236958,2015-05-04,1,F,22,1.0101,0.004,548,1.2694,N,7,11,7,11,10,17,7,11,25,25,1,6,Y,K,9,17,4,11,4,13,1,4,3,20,P,19930,0,0,0,0,0,0,0,1,0,17,21,7,0,N,1,2,7,16,0,1,2,2,10,XW,ZK,XF,YF,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,16,21,-1,15,N,N,Y,0,R,1,0,1,-1,21,3,2,A,5,6,11,1,2,0,0,7,11,2,1,8,11,1.0,14,20,10,B,,N,O,Y,H,N,2,N,Y,N,12,14,3,6,16,16,16,18,8,5,-1,18,5,14,10,14,5,15,6,16,-1,25,4,15,9,14,5,15,-1,15,10,14,6,15,2,11,-1,13,24,25,25,25,-1,18,-1,21,-1,14,25,25,14,12,10,13,17,16,3,2,12,18,6,7,11,17,7,12,9,15,7,6,9,15,7,7,7,16,10,15,11,20,9,14,23,21,23,25,14,22,20,21,11,14,21,23,6,6,18,17,13,7,16,13,11,9,11,10,18,14,8,5,7,14,-1,6,8,5,9,8,18,22,-1,23,-1,21,-1,8,N,NJ
18004,29856,2013-06-08,0,E,23,0.9485,0.0006,"1,480",1.3045,N,5,6,5,6,4,5,4,6,13,22,13,23,T,K,5,10,4,11,5,17,1,5,5,1,R,4601,1,0,0,0,0,0,0,1,1,14,18,6,1,N,1,2,5,7,0,1,2,3,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,24,25,-1,5,N,N,Y,0,R,0,0,1,-1,21,3,3,A,4,3,5,0,0,0,0,5,6,2,1,7,9,3.0,2,1,4,B,0.0,N,O,N,G,N,0,N,N,N,16,19,2,4,16,16,10,11,7,4,-1,13,13,22,14,19,13,20,19,21,-1,25,11,20,15,19,12,20,-1,23,13,19,15,23,2,3,-1,7,14,16,4,9,-1,23,-1,17,-1,15,1,1,1,1,1,1,1,1,4,5,3,2,6,7,4,4,4,4,2,2,16,21,3,2,9,12,5,13,9,14,6,12,15,23,16,14,25,25,11,17,13,13,3,5,18,20,2,1,20,20,18,15,15,11,16,17,17,19,25,25,8,4,2,1,-1,5,7,4,1,1,21,24,-1,13,-1,5,-1,14,N,IL
101182,168682,2014-11-23,0,F,7,1.0006,0.004,548,1.2433,N,18,23,18,23,16,22,17,23,13,22,13,23,T,J,2,1,6,17,3,5,1,5,5,11,T,11432,0,0,0,0,0,0,0,1,1,4,5,7,0,N,1,2,11,19,0,1,2,3,5,XR,YY,ZE,XC,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,5,8,-1,21,N,N,Y,0,R,1,0,1,-1,21,4,2,C,4,17,24,1,2,1,0,18,23,2,1,19,23,2.0,12,18,4,B,,N,K,Y,E,Y,1,N,N,N,9,9,3,5,20,21,16,18,15,16,-1,15,5,15,8,10,5,14,6,15,-1,25,4,16,8,10,5,16,-1,14,9,8,5,13,2,10,-1,4,23,24,20,22,-1,21,-1,23,-1,15,10,3,8,3,5,3,10,3,5,5,12,18,4,3,12,18,11,18,12,19,16,21,15,23,6,6,4,10,14,21,7,14,12,20,24,22,13,17,11,18,18,19,10,14,17,18,7,13,21,22,19,17,20,20,16,16,16,17,22,21,13,12,3,5,-1,5,17,20,11,13,15,19,-1,23,-1,9,-1,8,N,NJ
16425,27237,2013-09-14,0,B,24,0.9403,0.0006,965,1.02,N,2,2,2,2,2,2,2,2,13,22,1,6,T,J,8,15,2,1,4,13,1,3,4,4,R,61110,1,0,1,1,0,0,0,1,1,18,22,6,1,N,1,2,20,23,0,1,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,10,13,-1,15,Y,Y,Y,0,O,1,0,1,-1,21,4,2,C,4,2,2,0,2,0,0,2,2,2,1,3,3,1.0,8,10,10,B,,N,K,Y,E,Y,2,N,N,N,15,18,14,23,7,5,5,4,10,8,-1,13,2,2,8,10,2,9,2,7,-1,25,2,2,6,9,2,8,-1,7,11,17,3,9,2,17,-1,9,3,7,5,13,-1,12,-1,15,-1,8,16,14,24,24,21,23,24,24,23,25,16,22,8,14,11,18,5,7,6,8,15,20,6,10,8,11,8,18,6,6,6,10,8,12,19,18,11,13,2,2,10,9,25,25,10,11,6,10,3,2,15,9,12,7,4,3,4,3,12,6,15,15,22,24,25,25,9,6,13,17,9,9,-1,9,-1,14,-1,13,N,CA
13606,22572,2014-07-08,0,J,23,0.8928,0.0004,"1,113",1.2665,N,7,11,2,1,2,2,6,10,13,22,13,23,Y,G,9,17,25,25,25,25,1,5,5,11,P,61663,0,1,1,1,1,1,1,1,1,10,13,6,1,N,1,2,13,20,0,1,2,2,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2.0,5,8,-1,21,N,N,Y,0,J,0,0,1,-1,21,2,0,B,2,2,3,1,2,0,0,7,11,2,1,9,13,1.0,16,21,10,D,0.0,N,K,N,G,N,0,N,N,N,14,17,8,16,1,1,3,3,22,24,-1,21,21,23,24,23,21,23,23,24,-1,25,22,23,24,23,23,23,-1,23,24,25,18,23,1,1,-1,6,24,25,3,5,-1,4,-1,15,25,25,20,21,15,13,7,8,21,19,14,21,4,3,7,9,4,3,11,18,1,1,18,23,1,1,3,2,2,2,6,6,1,1,6,10,11,7,14,18,6,6,7,3,9,12,5,2,9,18,6,3,17,13,15,12,13,13,13,13,19,17,17,18,6,12,-1,15,10,7,16,20,2,1,-1,5,-1,3,-1,8,N,TX
259246,432063,2015-04-19,0,B,23,0.9153,0.0007,935,1.02,N,2,2,2,2,2,2,2,2,13,22,13,23,Y,D,16,24,1,1,4,12,1,5,5,11,M,20846,1,0,0,0,0,0,0,0,0,-1,-1,7,0,N,1,2,21,24,0,1,2,3,24,ZA,ZE,XR,XD,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2.0,5,7,-1,20,N,N,Y,0,R,0,0,1,-1,21,4,2,C,2,4,6,0,2,0,0,2,2,2,1,5,6,1.0,10,15,10,B,0.0,N,O,Y,H,Y,1,N,N,N,21,24,1,1,17,18,12,14,15,16,-1,13,2,4,8,10,2,10,1,1,-1,25,2,7,6,10,2,10,-1,7,11,18,3,10,2,7,-1,2,3,5,3,5,-1,9,-1,15,-1,9,22,23,25,25,25,25,24,23,22,24,25,25,9,16,6,7,11,19,15,21,17,22,9,15,12,18,10,21,11,18,13,22,3,9,1,1,12,16,1,1,8,4,9,11,14,16,1,1,22,22,14,8,25,25,25,25,25,25,17,12,13,12,2,1,-1,2,18,21,14,17,18,22,-1,22,-1,6,-1,16,N,CA
201985,336692,2014-10-10,0,J,26,0.8793,0.0004,"1,113",1.2665,N,10,17,10,18,9,16,10,17,13,22,13,23,Y,F,6,13,22,25,16,24,1,5,5,11,V,51280,0,0,0,0,0,0,0,1,1,12,15,6,1,N,1,2,6,9,0,1,2,2,16,XS,XB,YQ,XU,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,3,3,-1,12,N,N,Y,0,S,1,0,1,-1,21,4,2,C,1,6,13,0,3,2,0,10,17,2,1,14,20,1.0,23,25,10,B,,N,K,N,F,N,0,N,N,N,14,18,2,1,7,4,6,6,20,22,-1,23,3,10,22,22,5,15,5,11,-1,25,3,10,22,22,5,14,-1,10,23,23,7,15,2,11,-1,11,4,8,6,17,-1,7,-1,15,-1,1,23,23,20,23,9,11,25,25,25,25,1,1,25,25,25,25,5,5,2,1,8,8,12,21,4,3,6,13,6,8,2,2,13,22,19,18,9,11,12,19,9,6,1,1,18,19,6,5,11,8,23,24,20,19,10,8,10,9,18,15,1,1,4,6,-1,13,9,5,13,16,4,3,-1,10,-1,4,-1,20,N,TX
246496,410613,2013-06-07,0,J,23,0.9691,0.0004,"1,165",1.2665,N,4,6,5,6,4,5,4,5,13,22,13,23,T,F,5,11,5,15,7,20,1,5,5,1,V,8608,0,0,0,0,0,0,0,1,1,6,8,7,0,N,1,2,19,23,0,1,2,4,24,ZA,ZE,XR,XD,1,0,0,0,0,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0,17,21,-1,22,N,N,Y,0,D,0,0,1,-1,21,5,2,C,5,8,16,0,2,0,0,4,6,2,1,4,5,1.0,9,13,10,B,0.0,N,O,N,H,N,0,N,N,N,11,12,6,13,22,23,16,18,14,15,-1,22,17,23,25,25,18,23,19,22,-1,25,18,23,25,25,19,23,-1,23,25,25,16,23,1,1,-1,9,12,14,2,3,-1,4,-1,15,-1,25,25,25,17,18,8,11,23,23,15,22,7,8,11,20,15,22,10,17,7,9,14,18,4,4,12,19,11,21,11,18,13,22,13,22,9,6,13,18,3,4,9,8,11,15,14,16,9,18,22,23,23,23,21,21,17,18,18,20,24,25,18,19,2,1,-1,2,25,25,5,4,10,11,-1,14,-1,4,-1,8,N,TX
